,,Which CNCF project(s) are you maintaining?,Do you feel that CNCF reached out to collaborate and gather info about your project needs?,,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF ServiceDesk)?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF staff responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF TOC responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.","Are your documentation needs being met (e.g., website, tech writing)?10 - strongly agree, 1 - strongly disagree.",,"Are your CI needs being met (e.g., GitHub Actions etc)?10 - strongly agree, 1 - strongly disagree.",,"Are your security needs being met (e.g., security audits)?10 - strongly agree, 1 - strongly disagree.",,"Are your non-CI tooling needs being met (e.g., bots or automation)?10 - strongly agree, 1 - strongly disagree.",,"Are your marketing needs being met (e.g., events, velocity reports)?10 - strongly agree, 1 - strongly disagree.",,"Are you satisfied with the overall support your project receives from CNCF (e.g., marketing, budget, scholarships, events etc)10 - strongly agree, 1 - strongly disagree.","Would you recommend CNCF to other open source projects, and why?10 - strongly agree, 1 - strongly disagree.",,"Do you find the CNCF DevStats tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF Cloud Native Landscape tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"What diversity efforts could CNCF help out with for your project (e.g., maintainers, mentorships, scholarships)?","What marketing efforts could CNCF help out with (e.g., project booths, webinars)?",What services do you wish the CNCF provided that it doesn't currently?*,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do you feel that CNCF reached out to collaborate and gather info about your project needs?,,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF ServiceDesk)?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF staff responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF TOC responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.","Are your documentation needs being met (e.g., website, tech writing)?10 - strongly agree, 1 - strongly disagree.",,"Are your CI needs being met (e.g., Travis CI, Circle CI, GitHub Actions etc)?10 - strongly agree, 1 - strongly disagree.",,"Are your security needs being met (e.g., security audits)?10 - strongly agree, 1 - strongly disagree.",,"Are your non-CI tooling needs being met (e.g., bots or automation)?10 - strongly agree, 1 - strongly disagree.",,"Are your marketing needs being met (e.g., events, velocity reports)?10 - strongly agree, 1 - strongly disagree.",,"Are you satisfied with the overall support your project receives from CNCF (e.g., marketing, budget, scholarships, events etc)10 - strongly agree, 1 - strongly disagree.","Would you recommend CNCF to other open source projects, and why?10 - strongly agree, 1 - strongly disagree.",,"Do you find the CNCF DevStats tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF Cloud Native Landscape tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF End User Tech Radar tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"What diversity efforts could CNCF help out with for your project (e.g., maintainers, scholarships)?","What marketing efforts could CNCF help out with (e.g., project booths, webinars)?",What services do you wish the CNCF provided that it doesn't currently?*,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?"
,,wasmCloud,"Yes, and my needs were generally met",,7,"There is so much inside the CNCF, I feel like a need a single portal or training to understand it all (and I volunteer).",10,The staff is absolutely amazing. I don't know how you do it all.,10,7,"We are only sandbox, but I think we could use help and guidance here. We provide our own slack which is necessary and expensive.",10,The new github enterprise is awesome.,8,"I think there is more there that we could use, but not sure.",10,The new github enterprise is awesome.,8,It would be great to get some automated reports on a regular basis. We try to use orbit.love to fill the gaps.,8,10,Being a part of the CNCF is an exclusive badge of honor and is representative that you commit your project to a high level of rigor.,10,The transparency is amazing.,8,I mean... it's a little out of control?,"If we want to increase our diversity we NEED the CNCF to plan events with more diverse communities and invite us to show up to recruit contributors, members, etc. I would love to help on this front.",The uptick in open source project booths at Kubecon has been awesome; continue that through out the event landscape. Help KCD's invite projects to speak.,"Slack for each project, something like orbit.love",Please keep up the amazing work.,,,,,,,,,,,,,,,,,Keda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,N/A,,10,,N/A,,N/A,,10,10,,10,,8,"It is a good overview, but becoming a bit big",8,Did not know about it yet,No experience with it,Webinars and blog posts,N/A,
,,Linkerd,"Yes, and my needs were generally met",,9,,10,,9,6,,10,,10,,10,,7,,9,8,Really depends on what the project needs. Giving up trademark is a big deal for some.,1,Doesn't measure anything I actually care about.,8,,Our ability to absorb any kind of effort is very limited at this point.,All marketing efforts are extremely valuable. Project booths and maintainer updates at Kubecon were great. However I will say that our Linkerd booth at Kubecon NA got about 25% of the traffic it did at previous Kubecons.,"We always have tech writing needs. The response in the past from documentation helpers has been that the project maintainers are the SMEs and need to do the writing. Which may be fair, but if so that should be clear earlier in the process.",Amye is nice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but my needs were not generally met",,8,,9,,7,6,,4,,5,,6,,7,,6,9,,8,,9,,7,,maintainers,"project booths, webinars)",across team collaborations,none
,,MetalLB,"Yes, and my needs were generally met",,10,,10,,9,10,,10,,10,,10,,8,,8,9,,10,,9,,"MetalLB is a relatively small project with a decent turnover of contributors. Not sure what is the current options are, but we always welcome new contributors, so having a way to diversify the contributor base would be welcome.","MetalLB is quite popular in its niche, but any type of extra advertisement would be nice",We are satisfied with what the cncf offers today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but my needs were not generally met",,7,,7,,6,6,,6,,6,,6,,6,,5,10,,6,,10,,6,,"documents, web sites","project booths, webinars","Technical Documentation, Marketing announcements for projects",
,,Keylime,No,,2,,8,,8,3,,10,,8,,6,,1,,1,5,,5,,7,,All of the above.,Anything really,I'm not totally aware of all the services that are offered. I don't think we've ever had anyone present that information to us.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,More promotion,Technical promotion conference,Media promotion,More promotion
,,Confidential Containers,No,,4,,7,,7,5,,1,,6,,6,,6,,4,4,,3,Very limited data.,4,"It's basically just a list of projects, which is fine, but nothing too inspiring.","We are interested in diversifying our community, but I don't know much about what the CNCF is doing.",It seems that there is very limited marketing for sandbox projects so really anything would be nice.,License scanning tools that work for Rust.,"It's been very hard for us to understand what resources are actually available to projects, particularly sandbox projects. This has more or less stymied our efforts to improve our CI. In general it's not really clear what we get from the CNCF besides recognition. That said, my experience this year has been relatively positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,8,9,,9,,9,,9,,8,,8,8,,8,,10,,8,,maintainers,webinars,No suggestions for the time being,No suggestions for the time being
,,SchemaHero,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,N/A,,N/A,,N/A,,7,10,,7,,6,"There’s a lot on this, and it’s often referred to in a non-serious way by people in the ecosystem - to illustrate the complexity of this, not to help identify new projects.",N/a,Always open to ways for the CNCF to offer more marketing to sandbox projects. Conference time would be best!,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,9,,6,6,,8,,5,,5,,7,,7,9,,6,,8,,4,,adoption,project booths,project health detection,none
,,kubereboot/kured,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,7,,10,10,"Great community, incredible roster of projects, deep resources",8,,8,,We would be open to mentoring new maintainers,n/a,More automated CVE tooling,Thank you CNCF!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,9,7,,9,,8,,9,,7,,8,10,,7,,10,,8,,marketing,webinars,do without,
,,NATS,No,,8,,9,,5,N/A,,N/A,,N/A,,N/A,,6,,4,6,"I think for projects looking to get noticed and have a name behind them CNCF is a great tool for that. If the project has limited resources, the CNCF can assist and help the project get going.",5,,3,,n/a,"Additional requests to assist would be helpful. I have not been approached by the CNCF as a resource for marketing, etc. Kubecon project booths are not positioned to be helpful and increase awareness of your project.",n/a,,,,KubeEdge,,,,,,,,,,,,,,,,,Volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,9,8,We need more help on the documentation work,9,We are lack of arm architecture CI evironment,N/A,not yet get the security report,10,,9,,9,9,,9,,10,It would be more helpful if it takes less time to load the page.,9,,Our projects are looking for more new maintainer candidates from all over the world,We are looking for more eruope friendly promotion chances. E.g. more eruope time webinars and blog posts.,NA,"It seems inaccurate categorizing KubeEdge into networking topics in KubeCon CFPs, is there any way to change? ref: https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/program/cfp/#how-to-submit"
,,openelb,"Yes, and my needs were generally met",,6,,8,,8,9,,9,,7,,8,,7,,7,10,,10,,10,,maintainers,"project booths,",Legal Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,N/A,,10,,10,,10,,10,,10,10,,10,,10,,10,,The BFE open source project is short of specialized QA contributors. We look forward to getting some advice on how to better ensure quality of open source project（e.g. How does Envoy do it？）,NA,NA,
,,Service Mesh Performance,"Yes, and my needs were generally met",,6,,10,,9,9,,9,,N/A,,9,,N/A,,8,10,,10,,10,,Please provide more opportunities and visibility for sandbox projects on KubeCon & CloudNativeCon.,N/A,N/A,,,,,,,,,,,,,,,,,,,,,Volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,"GCoS, maintainers","blogs, project booths, webinars",N/A,
,,Buildpacks,"Yes, and my needs were generally met",,8,,10,,8,4,,9,,9,,8,,5,,6,8,,7,,9,,Retaining maintainers is always difficult. Mentorships help in getting some work done but somehow creating and nurturing maintainers would be grand.,Marketing efforts have always been great. Much appreciated.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyverno,,,,,,,,,,,,"Yes, and my needs were generally met",,5,,10,,10,8,,8,,N/A,We are not sure what is available and what the processes are.,N/A,We are not sure what is available and what the processes are.,N/A,not applicable for sandbox projects,10,10,"CNCF has created an awesome community, and provides a lot of great support. We love being part of it.",5,Its interesting but we are not sure how to use it and how our project compares with others.,8,"Its great to have the categories, but there is not much information on the project in the popups. Would be nice to see the core use cases, and a few more details, so users can quickly browse the projects.",9,"This is a great concept, and I feel its very valuable for end users who are evaluating tools. However, we do not have one that covers policy and compliance, yet.",Matching project with interested maintainers would be great!,This is currently not offered to sandbox projects. Would be great if it were!,"Coaching on community building, evangalizing, etc.","Would be great to have a quarterly ""new project orientation"" session as we do not know of all the tools and services available, but are finding out as we proceed."
,,FluxCD,"Yes, and my needs were generally met",,10,,10,,8,6,,8,,10,,8,,9,,10,8,"I think that for projects who are in Kubernetes ecosystem, the CNCF is a great organization to help OSS projects demonstrating maturity. I think that some projects do not need this level of organization, maturity, or systematic level of rigor. Let's have more whimsical OSS projects that are not businesses and are not entangled with business interests.",8,,10,,"Promote the travel fund, and add a base stipend for all CNCF event speakers. I know the travel fund is generous and I promote it to other CloudNativeCon participants who were not able to get funding from their company. This program should become more well known ❤️","Project booths should get a more central location, the TOC has already heard this feedback but echo that companies which support CNCF projects have expectations that their maintainer representatives are going to spend time at the booths; it is better if they are not clear across the conference center. Organizing a conference and making everybody happy is hard. Start-up projects also really benefit from the project booths. Let's do more with CNCF hosted project booths!",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,8,10,,7,,5,,9,,9,,8,9,Lots of popular and widely used projects are under the CNCF umbrella and there are many conferences being held by CNCF for the projects.,9,,3,Too much info and I don't really use it.,7,,Providing incentives for becoming an active maintainer would be great.,gRPC has a yearly conference held by CNCF. Continuation of that on a yearly basis would be great.,N/A,
,,Kyverno,Other (please specify),Not really? Maybe? Hard to know for sure.,7,Only stars are shown so I don't know what the numbering scheme is here; is 1 at the left and 10 and the far right? I'll assume so for the duration of this survey.,8,,6,9,,9,,6,We do need an independent security audit of Kyverno. This is on our to-do list but haven't yet looked into how to go about that.,8,,8,,8,7,"Seems like they do a pretty good job of supporting the projects that fall under their auspices, though I do wish they played a more active part in their successes.",2,We never use this.,5,I guess? Honestly not sure what benefit this exactly provides us as a project. The benefit to others who are using it as a map to locate technologies of interest to them seems clear.,None,Stepping in to do a bit more hand-holding for some of the CNCF-backed or -affiliated conferences to ensure the projects which get a session actually do would be helpful.,None,"I wish the CNCF would provide a simple way for maintainers of all their projects to communicate with each other. I am aware of TAG Contributor Strategy, but honestly this seems like something CNCF can and should be doing directly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athenz,,,,,,,,Other (please specify),Not sure what does this cover. For Athenz we are still waiting for onboarding to complete.,8,Have idea of some of the offerings,10,,10,8,Would like to get the documentation and site reviewed for any potential enhancements,10,For now Athenz is using Screwdriver ( which is another Verizon Media open source project and part of cd foundation),5,Not sure how that works. Can project request for security audit?,10,,7,Still very new to the CNCF world and not sure what to expect.,8,10,CNCF is the de-facto brand for cloud native projects and can be a great influence towards the success of any open source project.,5,"Barring some from Yahoo Japan, We don’t have any contributors outside of Verizon Media for now. So not looking at devstats on regular basis.",10,,10,,We are hoping to utilize CNCF marketing to get more contributors to Athenz and build a strong community,"Project booths, webinars would be great. We couldn’t participate in kubecon EU because of time zone restrictions but definitely planning to be part of next Kubecon NA",I think CNCF provides sufficient services.,
,,tremor,"Yes, and my needs were generally met",,9,,10,,10,10,,8,Support for ARM based CI would be really neat :),10,,10,,10,,10,10,"The CNCF is a great and supportive body, between the technical support the mentorships are",9,It's nice to see how the prject evolves.,7,I rarely have reason to look at it.,The mentorships are a majour help in this area.,We have had little interaction with marketing,ARM based CI.,"Keep up the good work, you all are great!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,9,,8,N/A,CNCF is not assisting Rook with documentation,10,,10,,9,,9,,9,10,CNCF helps bring visibility for the project to the community and cred for running the projects in production,7,,8,,7,,GSoC is a good effort already!,"Kubecon, keynotes, and project booths are helpful, and can't wait to have conferences back in person! Virtual conferences are not as effective.",NA,All good from Rook's perspective!
,,Tremor,Other (please specify),It did in the beginning but in recent times CNCF didn't. There weren't any urgent needs so that is ok on the other hand.,8,,10,,8,8,,9,,N/A,,10,,N/A,,8,10,"Great help, good resources, visibility, IP is owned and protected...",7,,8,,don't know,project booths would be nice,none come to mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,8,,3,9,,8,,8,,N/A,,5,,7,7,The CNCF is a now recognized organization for Open Source standards and collaboration and would be a great place for new projects to gain experience in the rough seas of OSS.,6,,2,,1,,Maintainers,"Additional efforts to assist with project community reach. Not all projects have the experience required to know what is a good use of time to gain end-users, maintainers, and the visibility needed to grow the project. Just saying you can offer webinars isn't quite enough.",see above,
,,"Prometheus, Thanos","Yes, and my needs were generally met",,4,I think this is changing so quickly and the only way of discovering it is through JIRA categories? Probably we need more awareness here - especially for new maintainers.,10,,7,5,We did not use much of help in this - but also - we never asked (:,2,"We are honestly struggling here - GitHub Actions are notoriously slow, we would love a bit better plan here. We have some help from CIVO cloud (free tiers) and Digitial Ocean but those are shaky deals....",3,We did not have audits and we have a little bit trouble with CVEs e.g in Thanos we have people claiming CVEs and it's not clear if it's real issue or not - we are not security engineers. Some more guidance would be helpful.,10,,10,,10,10,"* CNCF helps with non-technical aspects of project maintainers. * Allowing users to trust more in governance, stability and license (as much as possible)",10,We need this more! (:  Checking progress and activity of our projects. Having data to backup claims during events. Contributions statistics that motivate each other. A lot of things! And ofc - GH stars history!,10,"We don't use it, but maybe people find us through this... We use it a lot in TAG obs and we love it.","More mentorships, better managed - perhaps even guides, mentorship and trainings for MENTORS first too (: We have too little of them. Maybe some aware for companies who mentor the most??? (: BIG problem with current mentoring program: We have TOO LITTLE time for interviews and we are picking wrong candidates (too junior) recently. We used to have 2w, now we have like 2-3d - it's insane and really hard ):",Start Mastodon (:,"Better CI plans, more compute power for better performance of projects (more benchmarks and tests overall)","Great job, and thanks for taking feedback. I think the biggest threads in the CNCF are: * Inactive projects - how to ""recycle"" them without making users sad * How to add new projects without adding immature ones - how to recycle sandbox projects which never made it through * Companies changing licenses a lot, what's our response? How to ensure we don't lose the trust of ppl and companies in open source, e.g. recent Cortex fork that could be taken as forced ""relicense"".  * AGPL is still a grey area. I think CNCF should allow some of it - but then we need a group of lawyers who can guide companies etc. Super hard decision to make. And also, if CNCF allows AGPL - IMO, some companies will change licenses again as that's the point - to block AWS and Google (: Hard discussion, but I hope CNCF will find the right balance here!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal3-io,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,10,,10,9,,10,,N/A,,9,,8,,10,9,Definitely yes!,6,,6,,7,,I think we are quite happy for now! Thank you!,NA,I think we are quite happy with the current list right now.,Just want to say thank you very much for what you do for projects!
,,OpenFunction,"Yes, and my needs were generally met",,10,,9,,9,10,,8,,10,,8,,10,,8,10,,6,,8,,mentorships,webinars,None,None,,,,,,,,CRI-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,9,7,,10,,10,,10,,10,,10,10,,10,,10,,10,,scholarships,"booths, webinars, social media",Can't think of anything.,Thanks for all your help!
,,kubeedge,"Yes, but my needs were not generally met",,8,,10,,8,8,,8,,10,,8,,8,,8,9,,10,,8,,do more pr for the project as in twitter or other platform,"Yes, more webinars and news publishing",Arm CI;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingraind,,,,"Yes, but my needs were not generally met",,8,,5,,10,N/A,,N/A,,N/A,,5,,N/A,,6,10,"It’s a great community if the project is the right fit, and there are many potential benefits. ingraind is very new — we haven’t had a chance or time to discover most of these yet.",10,,10,,10,,"Scholarships would be amazing, but I haven’t looked into the specific structure of that programme.",Webinars would be helpful further down the line.,"I’ve tried to get 1:1 consultation to resolve outstanding issues in a more efficient way, but couldn’t get reach of a representative.","I feel like the GH onboarding process isn’t managed quite as well as it could be. I found that responses are slow, and generally haven’t received answers or updates proactively to my questions."
,,Kuma,No,,3,,10,,9,4,Little help there I was told that CNCF doesn't have resources for helping incubating projects,N/A,No help from CNCF here,N/A,No help from CNCF here,N/A,No help from CNCF here,N/A,No help from CNCF here,4,10,Visibility it gives,10,,5,Probably more useful to users,mentorships,Webinars would be great,More help with marketing the project. Things like SEO help on project website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trickster,"Yes, and my needs were generally met",,9,,10,,10,N/A,"as we are so new to CNCF, this one is not yet applicable",10,,10,,10,,10,,10,10,bettor opportunities to collaborate with other projects in the same ecosystem without corporate influences.,10,,10,,8,,We would love to bring on an additional maintainer whose background in the project is not from working at Comcast,"none at this time, but we'll be in touch once we get settled in",none,
,,OpenFunction,"Yes, and my needs were generally met",,N/A,,N/A,,10,10,,N/A,,N/A,,N/A,,N/A,,10,10,"CNCF has maintained a large number of cloud-native ecosystem projects, which is a good background of experience",8,,10,,Not yet,Not yet,Not yet,,,,,,,,,,,,,,,,Longhorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,8,9,,10,,8,,N/A,,5,,9,10,CNCF provides strong support to the projects in the early stage.,10,We can see the trend of open source community clearly from the devstat tool.,8,"I think it's valuable as an overview of what's there at the moment, but since there are so many players in the field now, it would be hard to use the landscape as some kind of guide. Or see the change of the landscape.",7,It gave project maintainers a sense of what's out there in the market. But it doesn't cover all the CNCF projects.,"We do want to get more developers involved in the Longhorn project, but we know there is no easy way of doing that, other than keep working and it and grow the user base.",KubeCon booth and office hours are helpful. More exposure in marketing will in general helpful.,None.,"As a project maintainer, I do want to have more insights into how many users out there using the project."
,,Artifact Hub,"Yes, and my needs were generally met",,8,,10,,6,10,,10,,8,,10,,10,,10,10,,6,,6,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,9,8,,2,,N/A,,2,,8,,8,10,Great booster for the project!,8,,8,,8,,Maintainers,Webinars,N/A,
,,OpenFunction,Other (please specify),I am not the project owner,7,,9,,8,N/A,,5,,N/A,,6,,N/A,,8,8,,5,,8,,Cooperation,Project booths,NA,,,,,Brigade,,,,,,,,,,,,,,Service Mesh Interface,,,,,,,,,,,,,,,,,,,,,,,,,Open Service Mesh,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,5,N/A,,N/A,,N/A,,N/A,,9,,7,8,,8,,5,,5,,guidance on growing maintainership/contributions,maybe a CNCF wide effort/event for contributors,N/A,
,,OpenFunction,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,9,,10,10,,10,,10,,NA,webinars,NA,NA,,,,,,,,,,,,,,,,,Keda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,6,8,,9,,7,,8,,4,,8,10,"Provides great support, allows you to be a part of a good ecosystem of projects and technical experts",8,,4,Too noisy and complex - almost every time I see it referenced it's usually a part of some meme that open source is too complicated,4,Scope seems small - I like the idea but doesn't go into the app dev space it seems,help recruit maintainers,"webinars, newsletters","user research / industry analysis, maintainer recruiting assistance",Thanks all for the support. Really impressed with the CNCF team members i've worked with
,,Serverless Devs,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,no,"project booths, webinars",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,5,9,,10,,10,,9,,9,,6,7,"Great for visibility, but increasingly crowded, which muddies messaging to some degree",2,,1,info overload,2,not for me,we're always looking for ways to entice end-users to participate more in project development,case studies,idk... maybe opportunities for cross-project maintainer-to-maintainer interactions? esp around in-person events,
,,Dapr,Other (please specify),Somewhat. Navigating the needs on the project is complex to understand.,6,"Generally it is still hard to figure out what CNCF actually does for a project. There is no single source, it is like discovering new rooms in a massive house, slowly uncovering what can be done",9,,8,6,Having a meeting next week with Nate to see if this is the case.,10,No needs at this time,N/A,Have not asked for one yet. This will happen in 2023,10,No needs at this time,7,"Partial. Dapr was missing from the early CNCF marketing reports and I had to push to get this included. I feel there is a ton CNCF can do for the project, but have not fully asked. Also was disappointed not have missed having Dapr appear at KubeCon NA Incubating project update, since was not aware this was possible. Example of where CNCF could really pay more attention to the incubating projects and help out the overburden maintainers (as was the message at KubeCon this year). In essense there needs to be a single on point person that we can go to.",5,8,"Overall, the CNCF provides many benefits, it is just time consuming to figure these out.",1,"Not really. It is powerful, but overly complex. The data is there, but presented in these non-standard graphs. I cannot simply take a graph and present this to anyone without a long explanation of what they are look at. In generally the overall exec summary is not there in usable, graphical form. I have to build my own graphing tool based on the data. Put it another way, you never see anyone quote or point at devstats, for the ones that are there.",7,It is generally ok,None currently.,"Project booths, Webinars, getting case studies written, and reaching to a developer audience, which is under represented",The end user community could be improved https://github.com/cncf/servicedesk#end-user-community in that it would be good to find out what technologies they are promoting. We are looking towards them to write case studies for example.,"For projects at the incubating stage, it would be ideal if CNCF had a single person that was responsible for growing the project and helping the maintainers. For example getting the project marketing (and velocity numbers) to be higher and have a set of measurements for success. This would propel our project forward and demonstrate that CNCF here was help the already overburden Maintainers",,,,,,,,,,,,,,,,,,,,,,,,,,LitmusChaos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,8,9,,9,,9,,9,,8,,8,10,CNCF has been very helpful to bring our project to the front door. Governance is open and governing body has good process and continuously improving.,8,,8,,6,,"maintainers, more mentor scholarships","Sandbox projects can get little more help, especially in KubeCons. Probably a dedicated virtual booth could help.",Project specific CNCF surveys may be helpful.,"The incubation process has been a ""learning"" experience for us. We keep waiting for feedback with no clarity on timelines. However, there seems to be some activity on this process and hopefully we get the required help soon."
,,KubeVela,"Yes, and my needs were generally met",,10,,10,,9,10,,9,,8,,8,,6,,8,9,,10,,9,,scholarships,more webinars chances,"Marketing Services, we hope to post blogs but sandbox project can't.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piraeus-Datastore,,,,,,,,,,"Yes, and my needs were generally met",,9,,8,,10,9,,8,,7,,9,,8,,7,7,,7,,8,,7,,-,-,-,
,,Aeraki Mesh,"Yes, and my needs were generally met",,8,,8,,7,8,,8,,8,,8,,7,,7,8,CNCF can help OSS projects reach out to more potential users and developers.,7,,7,,"Nothing I can think about now, maybe later.",Some posts on CNCF social media could be helpful.,"Nothing I can think about now, maybe later.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,7,10,,10,,10,,10,,10,,9,10,"CNCF provides valuable marketing support that helps projects grow and assists in creating a vendor neutral home that encourages multi-vendor contribution. As projects mature, CNCF's support and advice around project governance, trademark enforcement, and other non-technical areas is also extremely valuable in my opinion.",7,"I've found DevStats useful for understanding project contributions when communicating externally. If I wasn't trying to help people understand project contribution breakdowns, I don't think I would look at DevStats.",5,"I wouldn't say the landscape serves any needs of the project, but that doesn't mean it's not useful for people that are unfamiliar with the space.",7,It's nice to see what other people are thinking but I would take it with a grain of salt--a canary in the coal mine of sorts.,I can't think of anything new at this point in time.,I can't think of anything new at this point in time.,I can't think of anything new at this point in time.,
,,Cilium,"Yes, and my needs were generally met",,N/A,,N/A,,5,N/A,,9,,6,,N/A,,N/A,,6,5,,7,,2,,-,-,-,"The OSS-Fuzz effort initiated by CNCF generates a lot of noise and additional burden on maintainers, even just to triage and understand whether the reports reflect meaningful issues to the project. If fuzzing identifies critical vulnerabilities, then it makes sense for maintainers to handle the response. If fuzzing identifies non-critical code issues, then ideally the fuzzing effort would also propose solutions to those problems, otherwise it is only creating more low-priority work items for maintainers who already have enough on their plate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,9,,8,8,,9,,9,,N/A,,9,,9,9,excellent staff and support for projects,8,,6,,6,,possibly find more diverse maintainers who want to learn/understand container runtimes,n/a,n/a,
