,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,9,8,,2,,N/A,,2,,8,,8,10,Great booster for the project!,8,,8,,8,,Maintainers,Webinars,N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,,,,,,,Virtual Kubelet,,,,Brigade,,,,,,,,,,,,,,Service Mesh Interface,,,,,,,,,,,,,,,,,,,,,,,,,Open Service Mesh,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,5,N/A,,N/A,,N/A,,N/A,,9,,7,8,,8,,5,,5,,guidance on growing maintainership/contributions,maybe a CNCF wide effort/event for contributors,N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,6,8,,9,,7,,8,,4,,8,10,"Provides great support, allows you to be a part of a good ecosystem of projects and technical experts",8,,4,Too noisy and complex - almost every time I see it referenced it's usually a part of some meme that open source is too complicated,4,Scope seems small - I like the idea but doesn't go into the app dev space it seems,help recruit maintainers,"webinars, newsletters","user research / industry analysis, maintainer recruiting assistance",Thanks all for the support. Really impressed with the CNCF team members i've worked with
,,,,,,,,,,,,,,,,Linkerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,5,9,,10,,10,,9,,9,,6,7,"Great for visibility, but increasingly crowded, which muddies messaging to some degree",2,,1,info overload,2,not for me,we're always looking for ways to entice end-users to participate more in project development,case studies,idk... maybe opportunities for cross-project maintainer-to-maintainer interactions? esp around in-person events,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LitmusChaos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,8,9,,9,,9,,9,,8,,8,10,CNCF has been very helpful to bring our project to the front door. Governance is open and governing body has good process and continuously improving.,8,,8,,6,,"maintainers, more mentor scholarships","Sandbox projects can get little more help, especially in KubeCons. Probably a dedicated virtual booth could help.",Project specific CNCF surveys may be helpful.,"The incubation process has been a ""learning"" experience for us. We keep waiting for feedback with no clarity on timelines. However, there seems to be some activity on this process and hopefully we get the required help soon."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piraeus-Datastore,,,,,,,,,,"Yes, and my needs were generally met",,9,,8,,10,9,,8,,7,,9,,8,,7,7,,7,,8,,7,,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,7,10,,10,,10,,10,,10,,9,10,"CNCF provides valuable marketing support that helps projects grow and assists in creating a vendor neutral home that encourages multi-vendor contribution. As projects mature, CNCF's support and advice around project governance, trademark enforcement, and other non-technical areas is also extremely valuable in my opinion.",7,"I've found DevStats useful for understanding project contributions when communicating externally. If I wasn't trying to help people understand project contribution breakdowns, I don't think I would look at DevStats.",5,"I wouldn't say the landscape serves any needs of the project, but that doesn't mean it's not useful for people that are unfamiliar with the space.",7,It's nice to see what other people are thinking but I would take it with a grain of salt--a canary in the coal mine of sorts.,I can't think of anything new at this point in time.,I can't think of anything new at this point in time.,I can't think of anything new at this point in time.,
,,,,,,,,,,,,,,,,,,,containerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,9,,8,8,,9,,9,,N/A,,9,,9,9,excellent staff and support for projects,8,,6,,6,,possibly find more diverse maintainers who want to learn/understand container runtimes,n/a,n/a,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIFFE,,,,,,,,,,,,,,,,,,,,SPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,10,6,,7,,10,,N/A,,7,,8,9,,8,,7,,7,,maintainers,unsure,unsure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buildpacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but my needs were not generally met",,7,,10,,3,7,,8,,6,,7,,5,,3,3,The TOC,6,,5,,7,,We have good mentorship programs with LFX and GSoC but I have no idea how to make sure we're getting a diverse set of applicants.,"Cross-promoting Buildpacks content (blogs, videos, etc) on other sites, including official channels.","Security audit. I think we essentially did our own assessment for Incubation. And now with the Codecov issue, we're going to be busy making sure nothing was compromised.",I was pretty disappoint by how the TOC handled our promotion to Incubation. The co-chair of our SIG never even voted. It took an extra couple of weeks beyond the voting period to get all TOC members to vote.
,,,,,,,,,,,,,,,,,,,,,CNI,,,,,,,,,,,,,,,Cortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"Mixed - we got great docs help on CNI, but I don't recall any reach-out on Cortex",8,,9,,7,8,,9,,7,,6,,8,,6,8,"It's great to be in company with Prometheus and Kubernetes, and the leadership committees are populated by highly-regarded people in the community.",5,"It is interesting to see broadly where contributions come from, but the data is very coarse-grained - difficult to tell a lot of trivial contributions from one critical one.",1,Way too complicated.,1,Hadn't heard of it.,"Both CNI and Cortex could use a more diverse maintainership, however they are very tough areas to up to speed in.",-,"How about a matching service for technical questions. E.g. ""I would like to spend 15 min chatting with someone who knows Amazon S3"", and limited to CNCF maintainers.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strimzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"I don't feel that CNCF reached out particularly, but I do feel our needs are met.",9,,10,,6,8,,9,,6,,N/A,,7,,7,7,,6,,6,,6,,"It would be great to be able to participate in a scolarship, if that was possible. I'd happily mentor someone.",Participating in Kubecon continues to be a great opportunity for us.,None that I can think of.,
,,,,,,,,,,,,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenEBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,6,8,,10,,10,,N/A,I have not yet used these with OpenEBS project,10,,10,10,"CNCF helps in making sure the Open Source projects are built the right way through proper conduct, quality, and governance, and the CNCF team supports the maintainers at every step of the way.",10,It helps to understand the health and also learn about the contributions and contributors to the project.,8,It is overwhelming. I have used it for picking up the tools.  The Landscape coupled with Tech Radar is really helping.  Maybe further improvements can be done to help people decide on the various projects.,10,,Happy with the mentorship programs!,Happy with the current support already provided for the projects in terms of booths and webinars.,Help with Documentation and Website/designs.,Overall extremely happy with the support that CNCF provides.  The technical due diligence provided via the SIG Groups and TOCs could use some additional staffing as the number of projects are growing.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k8gb,,"Yes, and my needs were generally met",,10,,10,,9,10,,10,,10,,10,,10,,9,9,,9,,9,,9,,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,etcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,10,,9,9,,7,,10,,7,,8,,9,9,We can get security audit or other general quality audit like Jensen based testing.,8,Not familiar with it but it seems to be useful.,9,It’s informative but very complicated.,5,I wasn’t aware about it.,Not sure about this.,Not sure about this.,Not sure about this.,"Nothing major, thanks for your service!"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenKruise,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,9,,9,8,,8,,9,,9,,8,,8,9,,9,,9,,9,,maintainers,project booths,none,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kube-OVN,,,,,,,"Yes, and my needs were generally met",,7,,10,,10,N/A,Haven't do that yet,N/A,Haven't use it yet,N/A,Haven't use it yet,N/A,Haven't use it yet,8,,10,10,Neutral and can attract more attention,5,Haven't use it yet,10,Give hints to find the related tools,5,Haven't use it yet,attract more contributor,deep dive blog,bring project to local community,
,,,,,,,,,,,,,,,,,,CoreDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,9,,8,9,,9,,10,,10,,10,,8,8,,8,,8,,8,,scholarships,webinars,n/a,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Service Mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,9,9,CNCF is aggressively focused on meeting the needs of their projects. That is both rare and wonderful :),9,,9,,10,,None come to mind.,What is done now is awesome!,None come to mind.,The CNCF staff are *amazing*!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tremor,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,9,,9,9,,9,,9,,9,,9,,9,10,"For cloud native projects who wish to work in the open with good governance oversight and a convergence of standards with like/similar projects the CNCF has been wonderful for our project, and we'd recommend other projects to make the effort to adjoin",9,The CNCF devstats tool provides a range of useful project metrics - way beyond the current needs of the project that offer an interesting perspective into the project as it grows. We find ourselves discovering and leveraging it more and more as times goes on,9,It's a useful map of the cloud native ecosystem and an interesting high level summary of the cloud native domain of endeavour as it grows,8,"As a sandbox project, it provides and interesting lens into more mature projects and changes in the cloud native ecosystem but isn't yet of direct use given our project at a sandbox stage doesn't ( hasn't ) yet featured - so its hard to put in context of the project we are currently maintaining","The mentorships and access to GSoC are wonderful - had we known there was a Google Summer of Docs we would have applied to that too. The mentorship is a fabulous way to give back to the community, get hands on in developing a new generation of OSS contributors and a great way to nurture the community aspects of our project. Please keep making this better for the benefit of all projects!",We have found the regular sandbox meeting with Amye to be a super way to navigate the CNCF and get to know about available services - its one of the most important meetings in our CNCF calendar!,We have yet to discover a service for our project that isn't covered in some way by the CNCF at our project's level of maturity and are still discovering how to best use the services already available!,Stay safe everyone! I hope these responses are useful to someone!
,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,6,6,"We would like to start providing versioned docs, and there isn't a canonical way to do that.",10,,10,,N/A,,10,,10,10,It's all about the community :) The work being done by sig-contributor-strategy will be very useful for anyone maintaining an OSS project.,10,Contributing companies like to know what impact they are having on the project.,1,"As a maintainer, no, but it probably helps direct users to our project.",1,,maintainer diversity.,N/A,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k8gb,,"Yes, and my needs were generally met",,10,,10,,10,N/A,,10,,N/A,,9,,N/A,,8,10,A vibrant community with great exposure.,7,k8gb is still small so CNCF DevStats is more of 'nice to have' thing. It might change in the future,10,"We are not yet there but hopefully, we will :)",10,,Attracting more contributors from different background in future will generally help a lot,"Webinars, blogposts",The service list is really comprehensive as of now. Maybe provide a little bit more services to the Sandbox level,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChaosMesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,8,,9,9,,9,,10,,N/A,,N/A,,10,10,CNCF has been immensely helpful in guiding Chaos Mesh in the right direction and bringing more exposure within the community,9,"Help us keep tracking of our stats so that we know where we are, how much progress we made, and what needs to be improved, etc.",9,,8,Should be more usable to end-user community.,We would like to have more external maintainers from different orgs. It would be best to provide some sharing or trainings among project maintainers on the best practices in this regard.,"Yes, project booths and webinars would be good. Also, we would like more promotion of the content, or social media re-amplification",Can't think of any for now.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,3,,N/A,,7,8,,9,,10,,8,,8,,5,9,"The CNCF is a great home for open source projects, it does provide great support, and even better guidance around process etc. I'm looking forward to trying to move to Graduated this year.",9,"Being able to see a bunch of really useful stats at a glance is amazing. As the tech lead, it's also great to be able to see that we've been able to keep metrics like ""time to respond to PRs"" down in the hours range, rather than days or weeks.",1,"We're a Kubernetes Ingress Controller, and I think the landscape is too big to easily parse now.",1,There hasn't been an Ingress comparison yet!,I'd love to be able to get a more diverse contributor pool. But I think we probably need help with even understanding what we could ask for first.,"We've made use of the webinars in the past, they seemed to help, but I think by far the most useful things are Kubecon update sessons and an upcoming spot on the blog.",A better onboarding service to know what services are avaliable to me as a CNCF project maintainer. I currently have very little knowledge about this.,"More focus on the onboarding experience for maintainers please. I'd love to have a place to point new maintainers to, or help in writing up project-specific things about what services the CNCF offers."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keptn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),have been in contact with CNCF regarding sandbox stage. no major communication besides from that,7,,9,,9,8,,N/A,we are maintaining this ourselves. would be great if you can share more information about this,8,,6,we use the recommended bot for checks if PRs are signed. works ok,5,,7,9,leading foundation when it comes to cloud native software,5,haven't used it yet,8,,8,,.,.,.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strimzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,9,9,,8,,8,,N/A,,9,,8,10,,10,,6,,7,,n/a,n/a,n/a,
,,,,,,,,,,,,,,,,,,,containerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,N/A,,5,5,,6,,7,,6,,9,,7,7,,6,,7,,7,,timezone diversity,Announcements of project update,Web design,
,,,,,,,,,,,,,Prometheus,,,,,,,,,,,,,,,,,,,,,,OpenMetrics,,,,,,,,,,,OpenTelemetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"It's more a ""you need to ask"" thing, but it's gotten better and better over the years and is on a positive trajectory.",8,,9,,3,2,We're a bit chicken and egg with docs; and I need to try and break out of this cycle. Any help appreciated.,10,,10,,10,,6,"Prometheus is one of the most important projects in CNCF and incredibly sticky once deployed. What we desperately need is even more PR outreach support, interviews, podcasts, etc to get the the message out. We got three interview ops this KubeCon EU and that was hugely(!) appreciated.",7,7,"The professionalism of CNCF as admin umbrella is second to none by now. What sometimes feels lacking is a shared vision across the umbrella. The positive is far stronger than the negative; on balance, it's good.",5,,3,"It's confusing and overwhelming to the point of being useless. It needs label-based filters I can search with text. The filtering on the left hand side is good, but falls short of what things could look like.",7,,All of the above. Our inherent problem is that we're 16 people part-time running the project. Anything that helps increase long-term membership in Prometheus team would be great.,"Prometheus has saturated the cloud-native ecosystem; we are the default. We need help in going beyond ""just"" cloud-native. In particular: PR, speaking, etc ops. Invited talks at LF sister foundations, being fed contacts from high-level technical, architectural, process, and executive people from those fields. Maybe a talk piece with a financial analyst on why the cost advantages of Prometheus are so immense? Someone respected in HR/people ops on why and how Prometheus can help play to the intrinsic motivations of different parts of an org and how that helps with aligning people with company mission? Having CNCF trailblaze outside the ""just"" cloud-native field will certainly help in membership and attendance of CNCF formats.",n/a,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,We manage most of this stuff directly between the maintainers but in general when we had needs the CNCF was very helpful,10,,10,,10,,10,,10,10,The CNCF does an amazing job at advocating vendor neutrality and is a key factor in growth and adoption of a project.,10,It just works and gives me the data I need when I need them,10,"I think it's valuable but I have no strong opinions about it since I only use it from time to time to see how the landscape is growing. For that it was very helpful, to see that projected on a screen.",6,I never had the need to use it in my two years being a maintainer of a CNCF project.,Helping in gathering a more diverse set of maintainers would be very beneficial for us. I think the CNCF would be helpful in getting the maintainers diversity problem solved.,I don't have new ideas regarding this right now.,A prow instance would be helpful for us. We have one but it's maintained and used only by us. This is a thing that could be shared among many CNCF projects.,Just keep pushing!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but my needs were not generally met",,6,,10,,10,10,,4,CI is the biggest problem for Volcano becase github action is always unstable and i remember we've described that in the last survey. But we got no response.,10,,9,,7,Volcano is already popular in China but not in Europe and America. We need marketing help for that.,8,9,I really glad to recommand CNCF to other open source projects. CNCF is a good platform especially for Cloud Native projects.,8,"Yes, i got the project data sometimes",6,"No, i know little about it. I'll learn more details.",6,"No, i know little about it. I'll learn more details.",We hope CNCF to build free and stable CI for Volcano,We hope CNCF to help us more in Europe and America marketing,It's fulled satisfied for me,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GitOps Working Group,,,,,,,,,,,"Yes, and my needs were generally met",,6,,N/A,,10,N/A,,N/A,,N/A,,N/A,,N/A,,10,10,,5,Don't use it yet,5,Haven't used it yet,5,Haven't used it yet,No need at present,Will reach out when needed,No request currently,"I am new to CNCF, but looks good so far."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,3,,N/A,,10,10,,10,,9,,10,,7,,10,10,,9,,10,,7,,unsure,Webinars,n/a,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIFFE,,,,,,,,,,,,,,,,,,,,SPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,10,,10,7,,5,,9,,10,,8,,9,9,"Great resources, lots of experience.",8,,3,"The categorization seems off, especially when it comes to security-related projects. I actually worry that it is having a negative impact on SPIFFE/SPIRE",3,"Similar to the landscape, the latest tech radar misclassified a number of projects, and neglected others in the correct category. The audience looks to us to be authoritative on these things (perhaps similar to the way they look at industry analysts), which means misclassification or misrepresentation in such venues is damaging","Our project has pretty good cultural diversity, but poor gender diversity. Mentorship programs are great but not enough. I'd love to get some help understanding what we can do to be better.","The SPIFFE/SPIRE community often disagrees on the right approach to messaging. We want these kinds of things to be community-driven, however it would be nice to have some input and guidance from the professionals at CNCF so we can gain confidence in our decisions and direction there",A github-centric hosted voting service,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,etcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,Yes. The CNCF is a trusted foundation. It can help to grow community and adoption of the project.,9,Provides good stat.,9,,9,,Continuing the ongoing support is good.,Continuing the ongoing support is good.,The current services provides a wide coverage.,
,,,,,,,,,,,,,Prometheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,5,Most interactions with resources and programs are done by other maintainers.,8,,5,6,,7,,8,,N/A,,9,,7,8,"Given the project a voice, a platform, and provides technical and in particular legal platforms that would be hard to achieve otherwise (e.g. trademarking the project name).",7,"Has to be taken with a grain of salt, but if so, valuable insights can be extracted.",6,,4,Never really got the Tech Radar style in general (even back when Thoughtworks used it).,I guess participation in GSoC etc. and diversity tickets for conferences is already quite helpful.,Let's talk when we can have real conferences again. :-/,Nothing comes to my mind right now.,"I guess that was unavoidable, and we should all have communicated more clearly, but the biggest downer for me recently was that PromCon, as a KubeCon zero day event, is now hard to attend for little money. (You have to buy the main KubeCon ticket, and even if that's only $75 as an online even, that's still a lot of money, especially for diversity attendees. Yes, those _can_ apply for free tickets, and would probably get them, but I'm afraid we'll lose a lot of our usual attendance due to this barrier.)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,9,,9,9,,9,,8,,8,,9,,10,10,,8,,8,,9,,Documentation revisions.,Webinars,Website options,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keylime,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,5,,8,,7,7,,8,,8,,6,,6,,8,8,,5,,6,,6,,None at this time,None at this time,Can't think of anything right now,
,,,,,,,,,,,,,,,,,,,,,,,Jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,10,8,,10,,10,,8,,10,,10,10,,10,,5,,10,,You already do: Outreachy,n/a,n/a,
,,,,,,,,,,,,,,,Fluentd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,9,8,,10,,10,,N/A,,10,,8,8,,7,,7,,7,,all good now with current support,"already helping with webinars, all good",N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operator Framework Lifecycle Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,10,N/A,Haven't used these services.,10,,N/A,Haven't had or asked for a security audit.,N/A,"We do not use non-CI tooling, should look into this.",10,Great work on these reports.,9,10,Exposure of the project increases dramatically.,5,,8,,7,,Scholarships would be very cool.,I think CNCF provides quite a bit of assistance in this space already.,N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distribution,,,,,Other (please specify),"The project was donated very recently, so we're still going through the initial steps.",7,,8,,8,7,,9,,9,,8,,6,We're still waiting for a new logo etc.,7,9,,8,,9,,8,,Maybe increasing visibility on the project (see next question) to foster the interest from the community.,We need a new logo and likely a web page.,None that I can think of.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artifact Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,6,10,,10,,10,,10,,10,,10,6,"The CNCF staff does a terrific job. That being said, there is a certain amount of politics that goes with the vendors and global region of folks involved in the CNCF. If a projects maintainers are up for handling that I would not recommend the CNCF.",9,,3,The landscape is over crowded. It's hard for people to navigate it.,10,,Don't know,"We are already using project booths, etc as we have a chance to use them.",N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,8,,6,3,,3,,5,,3,,5,,6,7,,7,,7,,7,,Scolarships,Support projects which maintainers are non English native speakers with technical writers/reviewers for blog posts.,"More contact between the various maintainers, across different projects",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenKruise,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,4,,N/A,,5,N/A,,9,,N/A,,8,,3,,6,10,,10,,8,,5,,reach out for more maintainers globally,setup webinars globally,nope for now,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tremor,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,N/A,,10,,10,,10,10,"The CNCF has been incredibly supportive and helpful, it makes life so much easier! It is absolutely great to help connect with other maintainers and projects that may share the same issue and challenges and share experiences",8,,6,,7,,It would be super helpful if the applicants for mentor-ships would be a bit more diverse,we're good,"Friday cakes, but I think that is asking for a bit much. Would be nice so!",
,,,,,,,,,,,,Kubernetes,Prometheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,7,,7,2,,7,,7,,10,,6,,7,7,,8,,1,,1,,I think it's being met pretty well for the projects I'm involved in.,n/a,Compute resources that aren't constantly questioned and asked to be reduced :),
